RX Date/Time,Packet Cnt(field 1),Status(field 2),IsCameraOn(field 3),IsMotorOn(field 4),IsBuzzerOn(field 5),Accelerometer X(field 6),Accelerometer Y(field 7),Accelerometer Z(field 8),Gyro X(field 9),Gyro Y(field 10),Gyro Z(field 11),Temperature(field 12),Pressure(field 13),Altitude(field 14),Latitude(field 15),Longitude(field 16),Altitude(field 17)
2024/08/08/ 14:24:43::268,314,0,0,0,0,-0.26,-0.02,10.13,183.40,215.69,93.47,39.65,0.99,67.99,0.00,0.00,0.00
2024/08/08/ 14:24:44::256,315,0,0,0,0,-0.27,-0.01,10.12,184.38,212.21,94.21,39.65,0.99,67.99,0.00,0.00,0.00
2024/08/08/ 14:24:45::253,316,0,0,0,0,-0.28,-0.01,10.13,185.28,208.63,95.00,39.67,0.99,69.03,0.00,0.00,0.00
2024/08/08/ 14:24:46::265,317,0,0,0,0,-0.27,-0.00,10.12,186.27,204.96,96.02,39.68,0.99,68.09,0.00,0.00,0.00
2024/08/08/ 14:24:47::253,318,0,0,0,0,-0.27,-0.01,10.13,187.21,201.27,96.86,39.70,0.99,68.87,0.00,0.00,0.00
2024/08/08/ 14:24:48::264,319,0,0,0,0,-0.26,-0.01,10.13,188.15,197.66,97.84,39.71,0.99,68.19,0.00,0.00,0.00
2024/08/08/ 14:24:49::280,320,0,0,0,0,-0.26,-0.01,10.13,190.20,190.45,99.89,39.72,0.99,66.65,0.00,0.00,0.00
2024/08/08/ 14:24:50::274,321,0,0,0,0,-0.27,-0.02,10.13,191.18,186.90,100.95,39.73,0.99,67.86,0.00,0.00,0.00
2024/08/08/ 14:24:51::266,322,0,0,0,0,-0.26,-0.01,10.13,192.14,183.36,101.83,39.73,0.99,67.86,0.00,0.00,0.00
2024/08/08/ 14:24:52::257,323,0,0,0,0,-0.27,-0.00,10.12,193.09,179.84,102.83,39.73,0.99,67.86,0.00,0.00,0.00
2024/08/08/ 14:24:53::265,324,0,0,0,0,-0.26,-0.02,10.13,193.96,176.36,103.76,39.73,0.99,67.86,0.00,0.00,0.00
2024/08/08/ 14:24:54::263,325,0,0,0,0,-0.26,-0.00,10.12,194.90,172.85,104.78,39.78,0.99,67.62,0.00,0.00,0.00
2024/08/08/ 14:24:55::275,326,0,0,0,0,-0.26,-0.01,10.14,195.89,169.21,105.66,39.78,0.99,67.62,0.00,0.00,0.00
2024/08/08/ 14:24:56::278,327,0,0,0,0,-0.25,-0.01,10.13,196.63,165.74,106.48,39.79,0.99,67.46,0.00,0.00,0.00
2024/08/08/ 14:24:57::266,328,0,0,0,0,-0.26,-0.02,10.14,197.62,162.15,107.54,39.80,0.99,67.29,0.00,0.00,0.00
2024/08/08/ 14:24:58::280,329,0,0,0,0,-0.27,0.00,10.14,199.45,155.20,109.61,39.82,0.99,67.30,0.00,0.00,0.00
2024/08/08/ 14:24:59::275,330,0,0,0,0,-0.27,-0.01,10.12,200.52,151.60,110.42,39.81,0.99,67.72,0.00,0.00,0.00
2024/08/08/ 14:25:00::275,331,0,0,0,0,-0.26,-0.00,10.13,201.39,148.39,111.49,39.84,0.99,67.82,0.00,0.00,0.00
2024/08/08/ 14:25:01::311,332,0,0,0,0,-0.26,-0.01,10.12,202.37,144.89,112.48,39.84,0.99,67.14,0.00,0.00,0.00
2024/08/08/ 14:25:02::293,333,0,0,0,0,-0.26,-0.01,10.13,203.44,141.38,113.41,39.85,0.99,68.69,0.00,0.00,0.00
2024/08/08/ 14:25:03::293,334,0,0,0,0,-0.26,-0.01,10.13,204.37,137.94,114.45,39.87,0.99,68.09,0.00,0.00,0.00
2024/08/08/ 14:25:04::266,335,0,0,0,0,-0.27,-0.01,10.12,205.38,134.42,115.67,39.87,0.99,68.01,0.00,0.00,0.00
2024/08/08/ 14:25:05::280,336,0,0,0,0,-0.26,-0.02,10.13,206.21,131.02,116.48,39.89,0.99,68.36,0.00,0.00,0.00
2024/08/08/ 14:25:06::282,337,0,0,0,0,-0.26,-0.01,10.13,207.37,127.52,117.52,39.89,0.99,66.99,0.00,0.00,0.00
2024/08/08/ 14:25:07::273,338,0,0,0,0,-0.25,-0.01,10.13,209.41,120.18,119.27,39.90,0.99,68.11,0.00,0.00,0.00
2024/08/08/ 14:25:08::282,339,0,0,0,0,-0.26,-0.01,10.12,210.25,116.54,120.18,39.90,0.99,68.02,0.00,0.00,0.00
2024/08/08/ 14:25:09::296,340,0,0,0,0,-0.27,-0.02,10.13,211.16,112.95,121.12,39.92,0.99,68.03,0.00,0.00,0.00
2024/08/08/ 14:25:10::287,341,0,0,0,0,-0.26,-0.01,10.13,212.10,109.35,122.14,39.93,0.99,67.52,0.00,0.00,0.00
2024/08/08/ 14:25:11::278,342,0,0,0,0,-0.26,-0.01,10.13,213.21,105.66,123.12,39.94,0.99,67.35,0.00,0.00,0.00
2024/08/08/ 14:25:12::276,343,0,0,0,0,-0.26,-0.02,10.12,213.99,102.18,124.17,39.96,0.99,66.68,0.00,0.00,0.00
2024/08/08/ 14:25:13::303,344,0,0,0,0,-0.26,-0.02,10.13,214.97,98.66,125.23,39.97,0.99,68.22,0.00,0.00,0.00
2024/08/08/ 14:25:14::311,345,0,0,0,0,-0.26,-0.01,10.13,215.97,94.95,126.05,39.98,0.99,67.63,0.00,0.00,0.00
2024/08/08/ 14:25:15::280,346,0,0,0,0,-0.26,-0.02,10.13,216.82,91.57,127.14,39.98,0.99,68.58,0.00,0.00,0.00
2024/08/08/ 14:25:16::303,347,0,0,0,0,-0.26,-0.01,10.13,218.97,84.56,129.21,39.99,0.99,67.72,0.00,0.00,0.00
2024/08/08/ 14:25:17::311,348,0,0,0,0,-0.26,-0.01,10.12,220.04,81.09,130.29,40.01,0.99,67.47,0.00,0.00,0.00
2024/08/08/ 14:25:18::288,349,0,0,0,0,-0.26,-0.01,10.12,221.14,77.61,131.49,40.02,0.99,67.91,0.00,0.00,0.00
2024/08/08/ 14:25:19::294,350,0,0,0,0,-0.25,-0.00,10.13,222.01,74.03,132.50,40.02,0.99,67.91,0.00,0.00,0.00
2024/08/08/ 14:25:20::282,351,0,0,0,0,-0.25,-0.01,10.13,222.89,70.39,133.29,40.03,0.99,68.43,0.00,0.00,0.00
2024/08/08/ 14:25:21::701,352,0,0,0,0,-0.27,-0.02,10.13,223.91,66.78,134.45,40.04,0.99,67.92,0.00,0.00,0.00
2024/08/08/ 14:25:22::308,353,0,0,0,0,-0.26,-0.01,10.13,224.72,63.16,135.48,40.06,0.99,67.58,0.00,0.00,0.00
2024/08/08/ 14:25:23::294,354,0,0,0,0,-0.26,-0.01,10.13,225.80,59.47,136.33,40.06,0.99,68.10,0.00,0.00,0.00
2024/08/08/ 14:25:24::314,355,0,0,0,0,-0.26,-0.02,10.13,226.80,55.87,137.29,40.06,0.99,68.10,0.00,0.00,0.00
2024/08/08/ 14:25:25::291,356,0,0,0,0,-0.25,-0.01,10.14,228.62,48.81,139.41,40.09,0.99,68.02,0.00,0.00,0.00
2024/08/08/ 14:25:26::601,357,0,0,0,0,-0.26,-0.01,10.13,229.48,45.31,140.27,40.10,0.99,67.09,0.00,0.00,0.00
2024/08/08/ 14:25:27::312,358,0,0,0,0,-0.27,-0.01,10.13,230.35,41.72,141.33,40.10,0.99,68.12,0.00,0.00,0.00
2024/08/08/ 14:25:28::293,359,0,0,0,0,-0.27,-0.02,10.14,231.47,38.25,142.39,40.12,0.99,68.13,0.00,0.00,0.00
2024/08/08/ 14:25:29::316,360,0,0,0,0,-0.26,-0.01,10.12,232.34,34.63,143.46,40.13,0.99,67.27,0.00,0.00,0.00
2024/08/08/ 14:25:30::312,361,0,0,0,0,-0.26,-0.01,10.13,233.19,31.05,144.62,40.14,0.99,67.79,0.00,0.00,0.00
2024/08/08/ 14:25:31::295,362,0,0,0,0,-0.25,-0.01,10.13,234.04,27.44,145.47,40.15,0.99,66.77,0.00,0.00,0.00
2024/08/08/ 14:25:32::296,363,0,0,0,0,-0.26,-0.01,10.13,234.94,24.13,146.43,40.15,0.99,66.77,0.00,0.00,0.00
2024/08/08/ 14:25:33::321,364,0,0,0,0,-0.26,-0.02,10.13,235.95,20.56,147.48,40.15,0.99,66.77,0.00,0.00,0.00
2024/08/08/ 14:25:34::322,365,0,0,0,0,-0.26,-0.02,10.12,237.94,13.75,149.43,40.15,0.99,66.77,0.00,0.00,0.00
2024/08/08/ 14:25:35::844,366,0,0,0,0,-0.26,-0.02,10.12,238.74,10.23,150.52,40.15,0.99,66.77,0.00,0.00,0.00
2024/08/08/ 14:25:36::324,367,0,0,0,0,-0.25,-0.02,10.12,239.91,6.57,151.53,40.15,0.99,66.77,0.00,0.00,0.00
2024/08/08/ 14:25:37::317,368,0,0,0,0,-0.26,-0.01,10.13,240.79,3.06,152.43,40.15,0.99,66.77,0.00,0.00,0.00
2024/08/08/ 14:25:38::309,369,0,0,0,0,-0.26,-0.01,10.13,241.93,359.73,153.45,40.15,0.99,66.77,0.00,0.00,0.00
2024/08/08/ 14:25:39::322,370,0,0,0,0,-0.26,-0.02,10.12,242.71,356.27,154.43,40.22,0.99,67.49,0.00,0.00,0.00
2024/08/08/ 14:25:40::319,371,0,0,0,0,-0.26,-0.02,10.13,243.55,352.72,155.15,40.23,0.99,67.75,0.00,0.00,0.00
2024/08/08/ 14:25:41::313,372,0,0,0,0,-0.26,-0.02,10.13,244.34,349.13,156.15,40.25,0.99,67.33,0.00,0.00,0.00
2024/08/08/ 14:25:42::299,373,0,0,0,0,-0.27,-0.01,10.12,245.29,345.56,157.04,40.26,0.99,68.20,0.00,0.00,0.00
2024/08/08/ 14:25:43::343,374,0,0,0,0,-0.26,-0.01,10.13,247.24,338.59,159.05,40.26,0.99,67.42,0.00,0.00,0.00
2024/08/08/ 14:25:44::336,375,0,0,0,0,-0.25,-0.02,10.12,248.09,334.99,160.02,40.27,0.99,67.60,0.00,0.00,0.00
2024/08/08/ 14:25:45::319,376,0,0,0,0,-0.26,-0.01,10.13,248.87,331.56,160.84,40.29,0.99,68.04,0.00,0.00,0.00
2024/08/08/ 14:25:46::316,377,0,0,0,0,-0.26,-0.01,10.13,249.76,327.96,161.90,40.29,0.99,68.30,0.00,0.00,0.00
2024/08/08/ 14:25:47::310,378,0,0,0,0,-0.26,-0.01,10.13,250.75,324.25,162.65,40.30,0.99,67.02,0.00,0.00,0.00
2024/08/08/ 14:25:48::312,379,0,0,0,0,-0.26,-0.01,10.13,251.63,320.92,163.70,40.32,0.99,67.11,0.00,0.00,0.00
2024/08/08/ 14:25:49::307,380,0,0,0,0,-0.25,-0.02,10.14,252.60,317.46,164.57,40.32,0.99,66.68,0.00,0.00,0.00
2024/08/08/ 14:25:50::320,381,0,0,0,0,-0.26,-0.03,10.12,253.43,313.92,165.48,40.34,0.99,67.38,0.00,0.00,0.00
2024/08/08/ 14:25:51::331,382,0,0,0,0,-0.26,-0.01,10.13,254.45,310.21,166.60,40.34,0.99,67.38,0.00,0.00,0.00
2024/08/08/ 14:25:52::330,383,0,0,0,0,-0.26,-0.01,10.14,256.40,302.96,168.77,40.35,0.99,67.13,0.00,0.00,0.00
2024/08/08/ 14:25:53::328,384,0,0,0,0,-0.27,-0.02,10.14,257.36,299.43,169.57,40.37,0.99,68.25,0.00,0.00,0.00
2024/08/08/ 14:25:54::324,385,0,0,0,0,-0.26,-0.00,10.12,258.20,295.84,170.65,40.37,0.99,66.87,0.00,0.00,0.00
2024/08/08/ 14:25:55::370,386,0,0,0,0,-0.25,-0.01,10.14,259.00,292.43,171.78,40.40,0.99,66.21,0.00,0.00,0.00
2024/08/08/ 14:25:56::322,387,0,0,0,0,-0.26,-0.02,10.14,259.98,288.99,172.68,40.38,0.99,68.26,0.00,0.00,0.00
2024/08/08/ 14:25:57::327,388,0,0,0,0,-0.26,-0.01,10.13,260.99,285.52,173.80,40.40,0.99,67.58,0.00,0.00,0.00
2024/08/08/ 14:25:58::354,389,0,0,0,0,-0.26,-0.02,10.13,261.99,282.03,174.74,40.41,0.99,68.10,0.00,0.00,0.00
2024/08/08/ 14:25:59::340,390,0,0,0,0,-0.26,-0.01,10.14,262.83,278.48,175.87,40.41,0.99,67.76,0.00,0.00,0.00
2024/08/08/ 14:26:00::333,391,0,0,0,0,-0.26,-0.01,10.13,263.97,275.06,176.67,40.42,0.99,67.51,0.00,0.00,0.00
2024/08/08/ 14:26:01::316,392,0,0,0,0,3.01,-2.28,65.96,263.91,269.81,169.88,40.44,0.99,67.60,0.00,0.00,0.00
2024/08/08/ 14:26:02::337,393,0,0,0,0,1.38,0.39,58.32,271.36,268.62,192.01,40.43,0.99,99.41,0.00,0.00,0.00
2024/08/08/ 14:26:03::314,394,1,0,0,0,-0.63,1.62,5.90,270.96,265.57,221.66,40.43,0.98,195.61,0.00,0.00,0.00
2024/08/08/ 14:26:04::353,395,1,0,0,0,-4.50,0.41,-4.01,275.59,262.41,230.43,40.43,0.97,269.57,0.00,0.00,0.00
2024/08/08/ 14:26:05::357,396,1,0,0,0,-3.23,0.11,-3.08,279.50,258.29,236.76,40.43,0.97,269.57,0.00,0.00,0.00
2024/08/08/ 14:26:06::351,397,1,0,0,0,-2.29,0.03,-2.15,283.33,254.51,242.36,40.42,0.95,390.84,0.00,0.00,0.00
2024/08/08/ 14:26:07::342,398,1,0,0,0,-1.58,-0.02,-1.33,287.51,249.64,245.67,40.43,0.95,436.37,0.00,0.00,0.00
2024/08/08/ 14:26:08::344,399,1,0,0,0,-1.22,-0.15,-0.72,292.06,244.27,246.59,40.44,0.95,471.83,0.00,0.00,0.00
2024/08/08/ 14:26:09::339,400,1,0,0,0,-2.37,-2.66,-4.42,317.02,130.50,280.25,40.18,0.94,513.99,0.00,0.00,0.00
2024/08/08/ 14:26:10::330,401,1,0,0,0,0.05,1.59,2.65,49.29,45.47,45.31,39.65,0.94,502.79,0.00,0.00,0.00
2024/08/08/ 14:26:11::346,402,1,1,0,0,0.64,-0.08,15.37,239.63,118.39,77.94,39.56,0.94,498.83,0.00,0.00,0.00
2024/08/08/ 14:26:12::369,403,1,1,0,0,-0.75,-0.45,13.06,148.99,102.68,24.24,39.56,0.94,498.83,0.00,0.00,0.00
2024/08/08/ 14:26:13::373,404,1,1,0,0,0.66,0.68,7.52,275.34,74.44,76.15,39.56,0.94,498.83,0.00,0.00,0.00
2024/08/08/ 14:26:14::347,405,1,1,0,0,0.81,-0.59,6.32,251.24,180.45,183.79,39.05,0.94,488.44,0.00,0.00,0.00
2024/08/08/ 14:26:15::373,406,1,1,0,0,-0.62,-1.70,9.72,157.61,142.65,331.60,38.89,0.94,485.74,0.00,0.00,0.00
2024/08/08/ 14:26:16::349,407,1,1,0,0,0.12,-0.08,14.31,182.86,70.06,147.88,38.89,0.94,485.74,0.00,0.00,0.00
2024/08/08/ 14:26:17::343,408,2,1,0,0,0.38,0.04,13.47,238.01,22.46,296.08,38.58,0.94,477.27,0.00,0.00,0.00
2024/08/08/ 14:26:18::354,409,2,1,0,0,-0.08,-0.87,12.18,297.44,88.11,22.46,38.38,0.95,473.29,0.00,0.00,0.00
2024/08/08/ 14:26:19::331,410,2,1,0,0,-1.20,0.47,7.68,192.94,52.95,20.85,38.12,0.95,470.24,0.00,0.00,0.00
2024/08/08/ 14:26:20::337,411,2,1,0,0,-0.60,-1.49,7.75,284.89,124.71,330.89,38.12,0.95,466.06,0.00,0.00,0.00
2024/08/08/ 14:26:21::376,412,2,1,0,0,0.05,-0.63,13.87,325.10,41.19,243.83,37.92,0.95,464.07,0.00,0.00,0.00
2024/08/08/ 14:26:22::374,413,2,1,0,0,-0.11,-0.76,13.60,260.73,65.52,161.57,37.92,0.95,464.07,0.00,0.00,0.00
2024/08/08/ 14:26:23::354,414,2,1,0,0,0.70,-0.41,7.61,349.88,92.90,127.94,37.92,0.95,464.07,0.00,0.00,0.00
2024/08/08/ 14:26:24::340,415,2,1,0,0,1.11,0.16,9.37,314.11,27.43,181.78,37.92,0.95,464.07,0.00,0.00,0.00
2024/08/08/ 14:26:25::361,416,2,1,0,0,-0.81,0.04,15.73,348.08,3.25,246.13,37.92,0.95,464.07,0.00,0.00,0.00
2024/08/08/ 14:26:26::367,417,2,1,0,0,-0.36,-0.93,17.75,31.02,88.19,325.21,37.31,0.95,446.31,0.00,0.00,0.00
2024/08/08/ 14:26:27::363,418,2,1,0,0,-0.97,-0.78,13.84,312.25,124.89,23.89,37.23,0.95,441.81,0.00,0.00,0.00
2024/08/08/ 14:26:28::372,419,2,1,0,0,-0.65,0.63,8.36,303.76,58.61,66.49,37.03,0.95,440.02,0.00,0.00,0.00
2024/08/08/ 14:26:29::373,420,2,1,0,0,0.26,-0.63,11.82,300.25,60.79,74.83,36.90,0.95,437.42,0.00,0.00,0.00
2024/08/08/ 14:26:30::381,421,2,1,0,0,-0.08,-0.52,13.64,342.33,111.21,60.65,36.75,0.95,433.92,0.00,0.00,0.00
2024/08/08/ 14:26:31::372,422,2,1,0,0,-0.05,1.26,11.38,325.09,10.41,44.16,36.68,0.95,431.39,0.00,0.00,0.00
2024/08/08/ 14:26:32::364,423,2,1,0,0,-1.52,-1.01,8.20,295.57,84.11,40.01,36.68,0.95,431.39,0.00,0.00,0.00
2024/08/08/ 14:26:33::374,424,2,1,0,0,0.53,0.83,9.15,339.19,56.83,62.18,36.68,0.95,431.39,0.00,0.00,0.00
2024/08/08/ 14:26:34::361,425,2,1,0,0,-1.03,-1.16,12.65,336.79,47.74,85.13,36.68,0.95,431.39,0.00,0.00,0.00
2024/08/08/ 14:26:35::402,426,2,1,0,0,-0.71,-0.40,16.37,335.33,108.02,118.75,36.68,0.95,431.39,0.00,0.00,0.00
2024/08/08/ 14:26:36::367,427,2,1,0,0,-0.24,-1.14,7.72,348.91,96.16,159.12,36.68,0.95,431.39,0.00,0.00,0.00
2024/08/08/ 14:26:37::372,428,2,1,0,0,0.10,1.18,8.31,323.68,30.11,149.64,36.68,0.95,431.39,0.00,0.00,0.00
2024/08/08/ 14:26:38::385,429,2,1,0,0,-0.39,-0.50,14.79,17.03,57.68,139.32,36.68,0.95,431.39,0.00,0.00,0.00
2024/08/08/ 14:26:39::410,430,2,1,0,0,-0.84,-0.16,15.91,327.79,339.15,113.24,36.68,0.95,431.39,0.00,0.00,0.00
2024/08/08/ 14:26:40::366,431,2,1,0,0,-0.10,-1.16,8.67,342.39,49.62,108.94,36.03,0.95,401.77,0.00,0.00,0.00
2024/08/08/ 14:26:41::425,432,2,1,0,0,-0.27,0.85,9.16,329.14,2.37,125.61,36.03,0.95,401.77,0.00,0.00,0.00
2024/08/08/ 14:26:42::409,433,2,1,0,0,-0.22,-1.45,11.21,319.56,16.15,152.28,35.89,0.95,395.69,0.00,0.00,0.00
2024/08/08/ 14:26:44::285,434,2,1,0,0,-0.34,1.07,10.11,274.87,239.51,163.76,35.78,0.95,392.44,0.00,0.00,0.00
2024/08/08/ 14:26:45::278,435,2,1,0,0,-0.17,-1.66,8.58,257.18,277.61,188.54,35.67,0.96,385.78,0.00,0.00,0.00
2024/08/08/ 14:26:46::296,436,2,1,0,0,-0.56,-0.33,15.28,270.79,301.71,210.74,35.67,0.96,385.78,0.00,0.00,0.00
2024/08/08/ 14:26:47::274,437,2,1,0,0,-1.05,-0.18,16.82,247.45,208.66,228.22,35.67,0.96,385.78,0.00,0.00,0.00
2024/08/08/ 14:26:48::284,438,2,1,0,0,0.28,-0.70,9.31,279.17,313.23,258.96,35.67,0.96,385.78,0.00,0.00,0.00
2024/08/08/ 14:26:49::288,439,2,1,0,0,-0.97,-0.95,9.29,197.04,231.14,294.60,35.50,0.96,373.23,0.00,0.00,0.00
2024/08/08/ 14:26:50::279,440,2,1,0,0,-0.33,0.28,12.19,283.97,243.72,324.70,35.38,0.96,369.64,0.00,0.00,0.00
2024/08/08/ 14:26:51::294,441,2,1,0,0,-0.72,-0.12,15.62,227.48,187.57,308.42,35.31,0.96,367.14,0.00,0.00,0.00
2024/08/08/ 14:26:52::288,442,2,1,0,0,-0.52,-0.88,10.06,254.47,290.04,295.43,35.31,0.96,367.14,0.00,0.00,0.00
2024/08/08/ 14:26:53::274,443,2,1,0,0,0.78,-0.08,9.86,290.97,212.76,291.56,35.31,0.96,367.14,0.00,0.00,0.00
2024/08/08/ 14:26:54::285,444,2,1,0,0,-0.94,-0.17,10.88,273.38,203.61,311.91,35.17,0.96,356.83,0.00,0.00,0.00
2024/08/08/ 14:26:55::299,445,2,1,0,0,-0.38,-0.54,16.32,266.91,269.03,346.60,35.19,0.96,352.74,0.00,0.00,0.00
2024/08/08/ 14:26:56::259,446,2,1,0,0,0.56,-0.38,8.80,330.09,235.37,21.24,35.07,0.96,349.96,0.00,0.00,0.00
2024/08/08/ 14:26:57::298,447,2,1,0,0,-0.12,-0.45,10.56,283.87,209.97,27.92,35.03,0.96,345.57,0.00,0.00,0.00
2024/08/08/ 14:26:58::295,448,2,1,0,0,-0.17,-0.29,9.62,287.91,211.08,50.51,35.01,0.96,343.47,0.00,0.00,0.00
2024/08/08/ 14:26:59::317,449,2,1,0,0,-0.60,-0.28,9.73,296.53,214.66,71.67,34.97,0.96,342.57,0.00,0.00,0.00
2024/08/08/ 14:27:00::292,450,2,1,0,0,-0.33,-0.12,10.26,286.29,222.06,88.09,34.92,0.96,338.62,0.00,0.00,0.00
2024/08/08/ 14:27:01::305,451,2,1,0,0,-0.40,-0.37,10.95,261.88,218.94,116.60,34.92,0.96,338.62,0.00,0.00,0.00
2024/08/08/ 14:27:02::297,452,2,1,0,0,-0.33,-0.05,10.74,268.85,182.61,160.06,34.92,0.96,338.62,0.00,0.00,0.00
2024/08/08/ 14:27:03::300,453,2,1,0,0,-0.39,-0.33,9.98,272.93,193.03,194.21,34.87,0.96,331.62,0.00,0.00,0.00
2024/08/08/ 14:27:04::339,454,2,1,0,0,-0.48,-0.10,10.31,271.73,170.02,208.74,34.83,0.96,328.21,0.00,0.00,0.00
2024/08/08/ 14:27:05::287,455,2,1,0,0,-0.16,-0.18,10.63,271.13,177.00,203.83,34.79,0.96,325.06,0.00,0.00,0.00
2024/08/08/ 14:27:06::305,456,2,1,0,0,0.10,-0.40,9.69,269.83,181.73,187.22,34.76,0.96,323.30,0.00,0.00,0.00
2024/08/08/ 14:27:07::322,457,2,1,0,0,-0.13,-0.20,9.39,255.25,167.76,193.08,34.76,0.96,323.30,0.00,0.00,0.00
2024/08/08/ 14:27:08::294,458,2,1,0,0,0.25,-0.07,14.28,288.50,159.17,228.48,34.76,0.96,323.30,0.00,0.00,0.00
2024/08/08/ 14:27:09::319,459,2,1,0,0,0.21,-0.41,11.15,296.93,148.42,279.93,34.73,0.96,313.99,0.00,0.00,0.00
2024/08/08/ 14:27:10::305,460,2,1,0,0,-1.01,0.23,8.56,246.69,134.08,283.33,34.71,0.96,311.98,0.00,0.00,0.00
2024/08/08/ 14:27:11::321,461,2,1,0,0,0.84,-1.04,9.11,288.69,127.15,289.37,34.71,0.96,311.98,0.00,0.00,0.00
2024/08/08/ 14:27:12::316,462,2,1,0,0,-0.27,0.26,14.89,322.13,113.62,300.58,34.71,0.96,311.98,0.00,0.00,0.00
2024/08/08/ 14:27:13::314,463,2,1,0,0,-0.65,-0.78,13.11,242.98,173.08,311.42,34.62,0.96,301.17,0.00,0.00,0.00
2024/08/08/ 14:27:14::307,464,2,1,0,0,-0.02,0.24,12.34,294.07,114.68,346.59,34.64,0.97,298.75,0.00,0.00,0.00
2024/08/08/ 14:27:15::325,465,2,1,0,0,-0.44,-0.71,9.38,260.15,150.05,38.63,34.56,0.97,295.76,0.00,0.00,0.00
2024/08/08/ 14:27:16::313,466,2,1,0,0,0.02,0.25,10.43,251.07,126.33,107.19,34.53,0.97,293.50,0.00,0.00,0.00
2024/08/08/ 14:27:17::307,467,2,1,0,0,0.21,-0.12,10.68,220.54,125.89,164.66,34.47,0.97,289.48,0.00,0.00,0.00
2024/08/08/ 14:27:18::357,468,2,1,0,0,-0.61,0.10,10.43,216.45,98.29,218.93,34.44,0.97,286.27,0.00,0.00,0.00
2024/08/08/ 14:27:19::289,469,2,1,0,0,-0.36,-0.51,10.19,227.47,97.71,253.99,34.45,0.97,283.24,0.00,0.00,0.00
2024/08/08/ 14:27:20::318,470,2,1,0,0,-0.47,-0.06,10.16,216.98,92.95,249.10,34.45,0.97,283.24,0.00,0.00,0.00
2024/08/08/ 14:27:21::313,471,2,1,0,0,-0.43,-0.25,10.48,214.45,99.52,230.44,34.45,0.97,283.24,0.00,0.00,0.00
2024/08/08/ 14:27:22::318,472,2,1,0,0,-0.20,-0.28,10.22,228.93,105.27,219.39,34.45,0.97,283.24,0.00,0.00,0.00
2024/08/08/ 14:27:23::321,473,2,1,0,0,-0.11,-0.07,11.23,252.47,95.57,237.65,34.35,0.97,269.96,0.00,0.00,0.00
2024/08/08/ 14:27:24::292,474,2,1,0,0,-0.42,-0.08,10.80,240.70,76.41,251.61,34.30,0.97,267.09,0.00,0.00,0.00
2024/08/08/ 14:27:25::332,475,2,1,0,0,-0.46,0.06,10.15,235.54,77.91,269.62,34.28,0.97,263.80,0.00,0.00,0.00
2024/08/08/ 14:27:26::340,476,2,1,0,0,-0.53,-0.47,10.14,233.11,77.88,276.41,34.28,0.97,261.04,0.00,0.00,0.00
2024/08/08/ 14:27:27::325,477,2,1,0,0,-0.27,-0.07,10.43,244.01,81.96,277.98,34.28,0.97,261.04,0.00,0.00,0.00
2024/08/08/ 14:27:28::315,478,2,1,0,0,-0.36,-0.52,10.33,250.45,84.62,287.26,34.28,0.97,261.04,0.00,0.00,0.00
2024/08/08/ 14:27:29::320,479,2,1,0,0,-0.52,-0.19,10.66,242.94,78.07,314.54,34.28,0.97,261.04,0.00,0.00,0.00
2024/08/08/ 14:27:30::335,480,2,1,0,0,-0.09,-0.54,9.99,253.63,89.40,355.05,34.22,0.97,253.07,0.00,0.00,0.00
2024/08/08/ 14:27:31::326,481,2,1,0,0,0.45,-0.38,10.60,224.53,87.29,33.20,34.21,0.97,247.12,0.00,0.00,0.00
2024/08/08/ 14:27:32::315,482,2,1,0,0,-0.82,0.28,9.35,231.67,76.56,74.22,34.21,0.97,247.12,0.00,0.00,0.00
2024/08/08/ 14:27:33::324,483,2,1,0,0,0.30,-0.36,12.72,198.55,90.32,104.15,34.21,0.97,247.12,0.00,0.00,0.00
2024/08/08/ 14:27:34::337,484,2,1,0,0,-0.04,0.21,14.07,236.61,37.51,129.27,34.17,0.97,238.23,0.00,0.00,0.00
2024/08/08/ 14:27:35::342,485,2,1,0,0,0.40,-0.19,10.08,218.52,46.24,148.03,34.16,0.97,234.95,0.00,0.00,0.00
2024/08/08/ 14:27:36::322,486,2,1,0,0,-0.12,-0.90,9.48,216.89,50.10,164.76,34.16,0.97,232.88,0.00,0.00,0.00
2024/08/08/ 14:27:37::332,487,2,1,0,0,-0.09,0.61,10.37,211.40,53.27,174.05,34.14,0.97,230.21,0.00,0.00,0.00
2024/08/08/ 14:27:38::341,488,2,1,0,0,-0.80,-0.39,12.37,212.55,16.00,175.46,34.14,0.97,230.21,0.00,0.00,0.00
2024/08/08/ 14:27:39::313,489,2,1,0,0,-0.50,-0.60,11.48,209.14,93.17,177.18,34.14,0.97,230.21,0.00,0.00,0.00
2024/08/08/ 14:27:40::341,490,2,1,0,0,-0.16,0.87,7.14,212.38,339.99,189.91,34.12,0.97,222.03,0.00,0.00,0.00
2024/08/08/ 14:27:41::336,491,2,1,0,0,-0.68,-1.25,9.10,228.38,45.51,210.66,34.12,0.97,222.03,0.00,0.00,0.00
2024/08/08/ 14:27:42::345,492,2,1,0,0,-0.48,0.62,13.33,233.44,47.55,236.93,34.12,0.97,222.03,0.00,0.00,0.00
2024/08/08/ 14:27:43::346,493,2,1,0,0,-0.54,0.33,15.76,250.85,344.98,260.89,34.12,0.97,222.03,0.00,0.00,0.00
